51320,30,268,331,363
52416,30,268,331,362
53512,31,268,331,363
54608,30,268,331,363
55704,31,268,331,363
56792,30,269,331,362
57880,30,268,331,362
58976,30,268,331,363
60064,31,267,331,363
61152,30,268,331,363
62240,30,268,331,363
63328,30,268,331,363
64424,30,268,331,362
65512,31,268,331,362
66608,30,268,331,363
67708,30,268,331,363
68808,30,268,331,364
69904,30,268,331,363
70992,30,268,331,363
72088,30,268,331,363
73176,30,268,331,363
74264,30,268,331,363
75352,30,268,332,363
76440,31,268,331,363
77536,30,268,331,363
78632,30,268,331,363
79728,30,268,331,364
80816,30,268,331,363
81904,30,268,331,363
82992,30,268,332,362
84096,30,268,331,363
85192,30,268,331,362
86288,31,268,331,363
87376,30,268,331,363
88464,31,268,331,362
89552,30,268,331,363
90656,30,268,331,363
91752,30,268,331,363
92840,30,268,331,362
93928,30,268,331,363
95016,30,268,332,363
96104,30,268,331,362
97200,31,268,331,363
98288,30,268,331,362
99376,30,268,331,362
100472,31,268,330,363
101572,30,268,330,362
102676,30,268,331,362
103768,30,268,330,363
104864,30,268,331,362
105952,30,268,330,362
107040,30,268,331,362
108128,30,268,331,363
109216,30,267,331,364
110312,30,268,331,362
111400,30,268,330,363
112488,30,268,331,362
113584,30,268,331,362
114680,30,268,331,362
115768,30,268,331,363
116872,30,268,331,362
117968,30,268,331,363
119060,30,268,331,363
120152,30,268,331,363
121240,30,268,331,363
122328,30,268,331,362
123424,30,268,331,362
124512,30,268,331,362
125608,30,268,331,362
126704,30,267,331,363
127792,30,268,331,363
128880,30,268,331,362
129976,30,268,331,362
131064,30,268,331,363
132152,30,268,331,362
133248,30,268,331,363
134344,30,268,331,362
135440,31,268,331,362
136536,30,268,332,363
137632,30,268,331,362
138728,30,268,331,362
139816,30,268,331,362
140904,30,268,331,362
141992,30,268,331,362
143088,30,268,331,363
144176,30,268,330,363
145264,30,268,331,363
146352,30,268,331,363
147440,31,268,331,362
148536,30,268,330,362
149636,30,268,331,362
150740,30,268,330,362
151832,30,268,331,363
152920,30,268,330,362
154008,30,268,331,362
155096,30,268,331,362
156184,30,268,331,362
157272,30,268,331,363
158360,30,268,331,363
159448,31,268,331,362
160536,30,268,331,363
161632,30,267,331,362
162728,30,268,331,363
163816,30,268,331,362
164904,30,268,331,362
166000,30,268,331,362
167096,30,268,331,363
168192,30,268,330,362
169280,30,269,331,362
170368,30,268,331,362
171456,31,268,331,363
172544,30,268,331,362
173640,31,268,331,362
174736,30,268,331,362
175832,30,268,331,363
176920,30,268,331,362
178008,30,268,331,362
179096,30,268,331,363
180184,30,268,331,363
181272,31,268,330,363
182368,30,268,331,362
183464,31,267,331,362
184564,30,268,330,362
185664,30,268,330,363
186752,30,268,331,363
187840,30,268,330,362
188928,30,268,330,362
190016,30,268,331,363
191104,30,268,331,362
192200,31,267,331,363
193288,30,268,331,362
194376,30,268,331,362
195464,31,268,331,362
196552,30,268,331,362
197656,30,268,331,362
198756,30,268,331,362
199856,30,268,331,362
200952,30,268,331,362
202040,30,268,331,362
203128,30,268,331,362
204216,30,268,331,363
205312,30,268,331,363
206400,30,268,331,363
207488,31,268,330,362
208584,31,268,331,363
209680,30,268,331,363
210768,30,268,331,363
211864,31,268,331,363
212952,31,268,331,362
214040,30,268,331,363
215136,30,268,331,362
216232,30,268,331,363
217328,31,268,331,363
218424,30,268,331,362
219512,30,268,331,363
220608,30,268,330,361
221704,30,267,331,363
222792,30,268,331,363
223880,30,268,331,363
224976,30,268,330,363
226064,30,268,330,363
227152,30,268,331,362
228240,30,268,331,363
229328,31,268,330,362
230424,30,268,331,363
231520,30,268,331,362
232620,30,268,331,363
233724,30,268,331,364
234816,30,268,331,362
235904,30,268,330,362
236992,30,268,331,363
238088,30,268,331,362
239176,30,268,331,363
240264,30,268,331,362
241352,30,268,331,362
242440,31,268,331,362
243536,30,268,330,362
244632,30,268,331,362
245728,30,268,331,362
246816,30,268,331,362
247912,30,268,330,362
249008,30,268,331,362
250104,30,268,331,363
251200,30,268,331,362
252288,30,268,331,362
253376,30,268,331,363
254464,31,268,331,362
255552,31,268,331,362
256656,30,268,331,362
257756,30,268,331,363
258848,30,268,331,363
259936,30,268,331,361
261024,30,268,331,363
262112,30,268,331,362
263200,30,268,331,362
264296,31,268,331,362
265392,30,268,331,362
266488,31,268,331,363
267584,30,268,331,362
268680,30,268,331,363
269768,30,268,331,363
270856,30,268,331,363
271944,30,268,331,363
273032,30,268,331,363
274120,30,268,330,363
275208,30,268,331,362
276296,31,268,331,362
277384,30,268,330,363
278472,31,268,331,363
279568,30,268,331,363
280668,30,268,331,362
281768,30,268,331,362
282864,30,268,331,363
283952,30,268,331,363
285040,30,268,331,363
286128,30,268,330,362
287216,30,268,331,363
288304,30,268,331,363
289392,30,267,331,363
290480,31,268,331,363
291576,30,268,331,363
292672,30,268,331,362
293760,30,268,331,362
294848,30,268,331,363
295936,30,268,331,363
297024,30,268,331,362
298120,30,268,331,363
299216,30,268,330,363
300308,30,268,331,363
301400,30,268,331,363
302488,31,268,331,363
303584,30,268,331,362
304680,30,268,331,362
305768,30,269,331,363
306856,30,268,331,362
307944,30,268,331,362
309032,30,268,331,362
310120,30,268,331,363
311208,30,268,331,362
312296,31,268,331,362
313384,30,268,331,363
314480,31,268,331,363
315580,30,268,331,363
316684,30,268,330,363
317776,30,268,331,362
318872,30,268,331,363
319960,30,268,331,362
321048,30,268,331,363
322136,30,268,330,363
323224,30,268,331,362
324320,30,268,331,363
325408,30,268,330,362
326496,31,268,331,363
327592,30,267,331,362
328688,30,268,330,362
329776,30,268,330,362
330880,30,268,331,362
331976,30,268,330,363
333072,30,268,330,363
334160,30,268,331,362
335248,30,268,331,363
336336,30,268,331,362
337432,30,268,331,362
338520,30,268,331,362
339616,31,268,331,363
340712,30,268,331,363
341800,30,268,331,362
342888,30,268,331,363
343984,30,268,330,363
345072,30,268,331,363
346160,30,268,331,362
347256,30,268,331,363
348352,30,268,331,362
349448,31,267,331,363
350544,30,268,331,362
351640,30,268,331,363
352736,30,267,330,363
353824,30,268,331,363
